ts,banco,tabela,linhas_estimadas
2026-09-19T17:53:36+00:00,patientdb,patients,605503
2026-09-19T17:53:36+00:00,examdb,exam_requests,6
2026-09-19T17:53:36+00:00,resultdb,exam_results,1810
2026-09-19T17:53:36+00:00,authdb,auth_clients,7
2026-09-19T17:53:36+00:00,consentdb,consents,78
2026-09-19T17:53:36+00:00,auditdb,audit_anomaly,29
2026-09-19T17:53:36+00:00,auditdb,audit_log,2882797
2026-09-19T17:53:36+00:00,notificationdb,notifications,1811
2026-09-19T17:53:36+00:00,triagedb,triages,3
2026-09-19T17:55:00+00:00,patientdb,patients,605503
2026-09-19T17:55:00+00:00,examdb,exam_requests,6
2026-09-19T17:55:00+00:00,resultdb,exam_results,1810
2026-09-19T17:55:00+00:00,authdb,auth_clients,7
2026-09-19T17:55:00+00:00,consentdb,consents,78
2026-09-19T17:55:00+00:00,auditdb,audit_anomaly,29
2026-09-19T17:55:00+00:00,auditdb,audit_log,2965902
2026-09-19T17:55:00+00:00,notificationdb,notifications,1811
2026-09-19T17:55:00+00:00,triagedb,triages,3
2026-09-19T17:56:20+00:00,patientdb,patients,605503
2026-09-19T17:56:20+00:00,examdb,exam_requests,6
2026-09-19T17:56:20+00:00,resultdb,exam_results,1810
2026-09-19T17:56:20+00:00,authdb,auth_clients,7
2026-09-19T17:56:20+00:00,consentdb,consents,78
2026-09-19T17:56:20+00:00,auditdb,audit_anomaly,29
2026-09-19T17:56:20+00:00,auditdb,audit_log,3033367
2026-09-19T17:56:20+00:00,notificationdb,notifications,1811
2026-09-19T17:56:20+00:00,triagedb,triages,3
2026-09-19T17:57:38+00:00,patientdb,patients,605503
2026-09-19T17:57:38+00:00,examdb,exam_requests,6
2026-09-19T17:57:38+00:00,resultdb,exam_results,1810
2026-09-19T17:57:38+00:00,authdb,auth_clients,7
2026-09-19T17:57:38+00:00,consentdb,consents,78
2026-09-19T17:57:38+00:00,auditdb,audit_anomaly,29
2026-09-19T17:57:38+00:00,auditdb,audit_log,3098748
2026-09-19T17:57:38+00:00,notificationdb,notifications,1811
2026-09-19T17:57:38+00:00,triagedb,triages,3
2026-09-19T17:58:54+00:00,patientdb,patients,605503
2026-09-19T17:58:54+00:00,examdb,exam_requests,6
2026-09-19T17:58:54+00:00,resultdb,exam_results,1810
2026-09-19T17:58:54+00:00,authdb,auth_clients,7
2026-09-19T17:58:54+00:00,consentdb,consents,78
2026-09-19T17:58:54+00:00,auditdb,audit_anomaly,29
2026-09-19T17:58:54+00:00,auditdb,audit_log,3164445
2026-09-19T17:58:54+00:00,notificationdb,notifications,1811
2026-09-19T17:58:54+00:00,triagedb,triages,3
2026-09-19T18:00:14+00:00,patientdb,patients,605503
2026-09-19T18:00:14+00:00,examdb,exam_requests,6
2026-09-19T18:00:14+00:00,resultdb,exam_results,1810
2026-09-19T18:00:14+00:00,authdb,auth_clients,7
2026-09-19T18:00:14+00:00,consentdb,consents,78
2026-09-19T18:00:14+00:00,auditdb,audit_anomaly,29
2026-09-19T18:00:14+00:00,auditdb,audit_log,3233122
2026-09-19T18:00:14+00:00,notificationdb,notifications,1811
2026-09-19T18:00:14+00:00,triagedb,triages,3
2026-09-19T18:01:35+00:00,patientdb,patients,605503
2026-09-19T18:01:35+00:00,examdb,exam_requests,6
2026-09-19T18:01:35+00:00,resultdb,exam_results,1810
2026-09-19T18:01:35+00:00,authdb,auth_clients,7
2026-09-19T18:01:35+00:00,consentdb,consents,78
2026-09-19T18:01:35+00:00,auditdb,audit_anomaly,29
2026-09-19T18:01:35+00:00,auditdb,audit_log,3298809
2026-09-19T18:01:35+00:00,notificationdb,notifications,1811
2026-09-19T18:01:35+00:00,triagedb,triages,3
2026-09-19T18:02:53+00:00,patientdb,patients,605503
2026-09-19T18:02:53+00:00,examdb,exam_requests,6
2026-09-19T18:02:53+00:00,resultdb,exam_results,1810
2026-09-19T18:02:53+00:00,authdb,auth_clients,7
2026-09-19T18:02:53+00:00,consentdb,consents,78
2026-09-19T18:02:53+00:00,auditdb,audit_anomaly,29
2026-09-19T18:02:53+00:00,auditdb,audit_log,3346459
2026-09-19T18:02:53+00:00,notificationdb,notifications,1811
2026-09-19T18:02:53+00:00,triagedb,triages,3
2026-09-19T18:04:11+00:00,patientdb,patients,605503
2026-09-19T18:04:11+00:00,examdb,exam_requests,6
2026-09-19T18:04:11+00:00,resultdb,exam_results,1810
2026-09-19T18:04:11+00:00,authdb,auth_clients,7
2026-09-19T18:04:11+00:00,consentdb,consents,78
2026-09-19T18:04:11+00:00,auditdb,audit_anomaly,29
2026-09-19T18:04:11+00:00,auditdb,audit_log,3381517
2026-09-19T18:04:11+00:00,notificationdb,notifications,1811
2026-09-19T18:04:11+00:00,triagedb,triages,3
2026-09-19T18:05:29+00:00,patientdb,patients,605503
2026-09-19T18:05:29+00:00,examdb,exam_requests,6
2026-09-19T18:05:29+00:00,resultdb,exam_results,1810
2026-09-19T18:05:29+00:00,authdb,auth_clients,7
2026-09-19T18:05:29+00:00,consentdb,consents,78
2026-09-19T18:05:29+00:00,auditdb,audit_anomaly,29
2026-09-19T18:05:29+00:00,auditdb,audit_log,3399017
2026-09-19T18:05:29+00:00,notificationdb,notifications,1811
2026-09-19T18:05:29+00:00,triagedb,triages,3
2026-09-19T18:06:49+00:00,patientdb,patients,605503
2026-09-19T18:06:49+00:00,examdb,exam_requests,6
2026-09-19T18:06:49+00:00,resultdb,exam_results,1810
2026-09-19T18:06:49+00:00,authdb,auth_clients,7
2026-09-19T18:06:49+00:00,consentdb,consents,78
2026-09-19T18:06:49+00:00,auditdb,audit_anomaly,29
2026-09-19T18:06:49+00:00,auditdb,audit_log,3399017
2026-09-19T18:06:49+00:00,notificationdb,notifications,1811
2026-09-19T18:06:49+00:00,triagedb,triages,3
2026-09-19T18:08:12+00:00,patientdb,patients,605503
2026-09-19T18:08:12+00:00,examdb,exam_requests,6
2026-09-19T18:08:12+00:00,resultdb,exam_results,1810
2026-09-19T18:08:12+00:00,authdb,auth_clients,7
2026-09-19T18:08:12+00:00,consentdb,consents,78
2026-09-19T18:08:12+00:00,auditdb,audit_anomaly,29
2026-09-19T18:08:12+00:00,auditdb,audit_log,3399017
2026-09-19T18:08:12+00:00,notificationdb,notifications,1811
2026-09-19T18:08:12+00:00,triagedb,triages,3
2026-09-19T18:09:32+00:00,patientdb,patients,605503
2026-09-19T18:09:32+00:00,examdb,exam_requests,6
2026-09-19T18:09:32+00:00,resultdb,exam_results,1810
2026-09-19T18:09:32+00:00,authdb,auth_clients,7
2026-09-19T18:09:32+00:00,consentdb,consents,78
2026-09-19T18:09:32+00:00,auditdb,audit_anomaly,29
2026-09-19T18:09:32+00:00,auditdb,audit_log,3399017
2026-09-19T18:09:32+00:00,notificationdb,notifications,1811
2026-09-19T18:09:32+00:00,triagedb,triages,3
2026-09-19T18:10:51+00:00,patientdb,patients,605503
2026-09-19T18:10:51+00:00,examdb,exam_requests,6
2026-09-19T18:10:51+00:00,resultdb,exam_results,1810
2026-09-19T18:10:51+00:00,authdb,auth_clients,7
2026-09-19T18:10:51+00:00,consentdb,consents,78
2026-09-19T18:10:51+00:00,auditdb,audit_anomaly,29
2026-09-19T18:10:51+00:00,auditdb,audit_log,3399017
2026-09-19T18:10:51+00:00,notificationdb,notifications,1811
2026-09-19T18:10:51+00:00,triagedb,triages,3
2026-09-19T18:12:07+00:00,patientdb,patients,605503
2026-09-19T18:12:07+00:00,examdb,exam_requests,6
2026-09-19T18:12:07+00:00,resultdb,exam_results,1810
2026-09-19T18:12:07+00:00,authdb,auth_clients,7
2026-09-19T18:12:07+00:00,consentdb,consents,78
2026-09-19T18:12:07+00:00,auditdb,audit_anomaly,29
2026-09-19T18:12:07+00:00,auditdb,audit_log,3399017
2026-09-19T18:12:07+00:00,notificationdb,notifications,1811
2026-09-19T18:12:07+00:00,triagedb,triages,3
2026-09-19T18:13:22+00:00,patientdb,patients,605503
2026-09-19T18:13:22+00:00,examdb,exam_requests,6
2026-09-19T18:13:22+00:00,resultdb,exam_results,1810
2026-09-19T18:13:22+00:00,authdb,auth_clients,7
2026-09-19T18:13:22+00:00,consentdb,consents,78
2026-09-19T18:13:22+00:00,auditdb,audit_anomaly,29
2026-09-19T18:13:22+00:00,auditdb,audit_log,3399017
2026-09-19T18:13:22+00:00,notificationdb,notifications,1811
2026-09-19T18:13:22+00:00,triagedb,triages,3
2026-09-19T18:14:41+00:00,patientdb,patients,605503
2026-09-19T18:14:41+00:00,examdb,exam_requests,6
2026-09-19T18:14:41+00:00,resultdb,exam_results,1810
2026-09-19T18:14:41+00:00,authdb,auth_clients,7
2026-09-19T18:14:41+00:00,consentdb,consents,78
2026-09-19T18:14:41+00:00,auditdb,audit_anomaly,29
2026-09-19T18:14:41+00:00,auditdb,audit_log,3399017
2026-09-19T18:14:41+00:00,notificationdb,notifications,1811
2026-09-19T18:14:41+00:00,triagedb,triages,3
2026-09-19T18:16:01+00:00,patientdb,patients,605503
2026-09-19T18:16:01+00:00,examdb,exam_requests,6
2026-09-19T18:16:01+00:00,resultdb,exam_results,1810
2026-09-19T18:16:01+00:00,authdb,auth_clients,7
2026-09-19T18:16:01+00:00,consentdb,consents,78
2026-09-19T18:16:01+00:00,auditdb,audit_anomaly,29
2026-09-19T18:16:01+00:00,auditdb,audit_log,3399017
2026-09-19T18:16:01+00:00,notificationdb,notifications,1811
2026-09-19T18:16:01+00:00,triagedb,triages,3
2026-09-19T18:17:21+00:00,patientdb,patients,605503
2026-09-19T18:17:21+00:00,examdb,exam_requests,6
2026-09-19T18:17:21+00:00,resultdb,exam_results,1810
2026-09-19T18:17:21+00:00,authdb,auth_clients,7
2026-09-19T18:17:21+00:00,consentdb,consents,78
2026-09-19T18:17:21+00:00,auditdb,audit_anomaly,29
2026-09-19T18:17:21+00:00,auditdb,audit_log,3399017
2026-09-19T18:17:21+00:00,notificationdb,notifications,1811
2026-09-19T18:17:21+00:00,triagedb,triages,3
2026-09-19T18:18:39+00:00,patientdb,patients,605503
2026-09-19T18:18:39+00:00,examdb,exam_requests,6
2026-09-19T18:18:39+00:00,resultdb,exam_results,1810
2026-09-19T18:18:39+00:00,authdb,auth_clients,7
2026-09-19T18:18:39+00:00,consentdb,consents,78
2026-09-19T18:18:39+00:00,auditdb,audit_anomaly,29
2026-09-19T18:18:39+00:00,auditdb,audit_log,3399017
2026-09-19T18:18:39+00:00,notificationdb,notifications,1811
2026-09-19T18:18:39+00:00,triagedb,triages,3
2026-09-19T18:19:54+00:00,patientdb,patients,605503
2026-09-19T18:19:54+00:00,examdb,exam_requests,6
2026-09-19T18:19:54+00:00,resultdb,exam_results,1810
2026-09-19T18:19:54+00:00,authdb,auth_clients,7
2026-09-19T18:19:54+00:00,consentdb,consents,78
2026-09-19T18:19:54+00:00,auditdb,audit_anomaly,29
2026-09-19T18:19:54+00:00,auditdb,audit_log,3399017
2026-09-19T18:19:54+00:00,notificationdb,notifications,1811
2026-09-19T18:19:54+00:00,triagedb,triages,3
2026-09-19T18:21:13+00:00,patientdb,patients,605503
2026-09-19T18:21:13+00:00,examdb,exam_requests,6
2026-09-19T18:21:13+00:00,resultdb,exam_results,1810
2026-09-19T18:21:13+00:00,authdb,auth_clients,7
2026-09-19T18:21:13+00:00,consentdb,consents,78
2026-09-19T18:21:13+00:00,auditdb,audit_anomaly,29
2026-09-19T18:21:13+00:00,auditdb,audit_log,3399017
2026-09-19T18:21:13+00:00,notificationdb,notifications,1811
2026-09-19T18:21:13+00:00,triagedb,triages,3
2026-09-19T18:22:35+00:00,patientdb,patients,605503
2026-09-19T18:22:35+00:00,examdb,exam_requests,6
2026-09-19T18:22:35+00:00,resultdb,exam_results,1810
2026-09-19T18:22:35+00:00,authdb,auth_clients,7
2026-09-19T18:22:35+00:00,consentdb,consents,78
2026-09-19T18:22:35+00:00,auditdb,audit_anomaly,29
2026-09-19T18:22:35+00:00,auditdb,audit_log,3399017
2026-09-19T18:22:35+00:00,notificationdb,notifications,1811
2026-09-19T18:22:35+00:00,triagedb,triages,3
2026-09-19T18:23:53+00:00,patientdb,patients,605503
2026-09-19T18:23:53+00:00,examdb,exam_requests,6
2026-09-19T18:23:53+00:00,resultdb,exam_results,1810
2026-09-19T18:23:53+00:00,authdb,auth_clients,7
2026-09-19T18:23:53+00:00,consentdb,consents,78
2026-09-19T18:23:53+00:00,auditdb,audit_anomaly,29
2026-09-19T18:23:53+00:00,auditdb,audit_log,3399017
2026-09-19T18:23:53+00:00,notificationdb,notifications,1811
2026-09-19T18:23:53+00:00,triagedb,triages,3
2026-09-19T18:25:12+00:00,patientdb,patients,605503
2026-09-19T18:25:12+00:00,examdb,exam_requests,6
2026-09-19T18:25:12+00:00,resultdb,exam_results,1810
2026-09-19T18:25:12+00:00,authdb,auth_clients,7
2026-09-19T18:25:12+00:00,consentdb,consents,78
2026-09-19T18:25:12+00:00,auditdb,audit_anomaly,29
2026-09-19T18:25:12+00:00,auditdb,audit_log,3399017
2026-09-19T18:25:12+00:00,notificationdb,notifications,1811
2026-09-19T18:25:12+00:00,triagedb,triages,3
2026-09-19T18:26:28+00:00,patientdb,patients,605503
2026-09-19T18:26:28+00:00,examdb,exam_requests,6
2026-09-19T18:26:28+00:00,resultdb,exam_results,1810
2026-09-19T18:26:28+00:00,authdb,auth_clients,7
2026-09-19T18:26:28+00:00,consentdb,consents,78
2026-09-19T18:26:28+00:00,auditdb,audit_anomaly,29
2026-09-19T18:26:28+00:00,auditdb,audit_log,3399017
2026-09-19T18:26:28+00:00,notificationdb,notifications,1811
2026-09-19T18:26:28+00:00,triagedb,triages,3
2026-09-19T18:27:44+00:00,patientdb,patients,605503
2026-09-19T18:27:44+00:00,examdb,exam_requests,6
2026-09-19T18:27:44+00:00,resultdb,exam_results,1810
2026-09-19T18:27:44+00:00,authdb,auth_clients,7
2026-09-19T18:27:44+00:00,consentdb,consents,78
2026-09-19T18:27:44+00:00,auditdb,audit_anomaly,29
2026-09-19T18:27:44+00:00,auditdb,audit_log,3399017
2026-09-19T18:27:44+00:00,notificationdb,notifications,1811
2026-09-19T18:27:44+00:00,triagedb,triages,3
2026-09-19T18:29:02+00:00,patientdb,patients,605503
2026-09-19T18:29:02+00:00,examdb,exam_requests,6
2026-09-19T18:29:02+00:00,resultdb,exam_results,1810
2026-09-19T18:29:02+00:00,authdb,auth_clients,7
2026-09-19T18:29:02+00:00,consentdb,consents,78
2026-09-19T18:29:02+00:00,auditdb,audit_anomaly,29
2026-09-19T18:29:02+00:00,auditdb,audit_log,3399017
2026-09-19T18:29:02+00:00,notificationdb,notifications,1811
2026-09-19T18:29:02+00:00,triagedb,triages,3
2026-09-19T18:30:23+00:00,patientdb,patients,605503
2026-09-19T18:30:23+00:00,examdb,exam_requests,6
2026-09-19T18:30:23+00:00,resultdb,exam_results,1810
2026-09-19T18:30:23+00:00,authdb,auth_clients,7
2026-09-19T18:30:23+00:00,consentdb,consents,78
2026-09-19T18:30:23+00:00,auditdb,audit_anomaly,29
2026-09-19T18:30:23+00:00,auditdb,audit_log,3399017
2026-09-19T18:30:23+00:00,notificationdb,notifications,1811
2026-09-19T18:30:23+00:00,triagedb,triages,3
2026-09-19T18:31:43+00:00,patientdb,patients,605503
2026-09-19T18:31:43+00:00,examdb,exam_requests,6
2026-09-19T18:31:43+00:00,resultdb,exam_results,1810
2026-09-19T18:31:43+00:00,authdb,auth_clients,7
2026-09-19T18:31:43+00:00,consentdb,consents,78
2026-09-19T18:31:43+00:00,auditdb,audit_anomaly,29
2026-09-19T18:31:43+00:00,auditdb,audit_log,3399017
2026-09-19T18:31:43+00:00,notificationdb,notifications,1811
2026-09-19T18:31:43+00:00,triagedb,triages,3
2026-09-19T18:33:02+00:00,patientdb,patients,605503
2026-09-19T18:33:02+00:00,examdb,exam_requests,6
2026-09-19T18:33:02+00:00,resultdb,exam_results,1810
2026-09-19T18:33:02+00:00,authdb,auth_clients,7
2026-09-19T18:33:02+00:00,consentdb,consents,78
2026-09-19T18:33:02+00:00,auditdb,audit_anomaly,29
2026-09-19T18:33:02+00:00,auditdb,audit_log,3399017
2026-09-19T18:33:02+00:00,notificationdb,notifications,1811
2026-09-19T18:33:02+00:00,triagedb,triages,3
2026-09-19T18:34:19+00:00,patientdb,patients,605503
2026-09-19T18:34:19+00:00,examdb,exam_requests,6
2026-09-19T18:34:19+00:00,resultdb,exam_results,1810
2026-09-19T18:34:19+00:00,authdb,auth_clients,7
2026-09-19T18:34:19+00:00,consentdb,consents,78
2026-09-19T18:34:19+00:00,auditdb,audit_anomaly,29
2026-09-19T18:34:19+00:00,auditdb,audit_log,3399017
2026-09-19T18:34:19+00:00,notificationdb,notifications,1811
2026-09-19T18:34:19+00:00,triagedb,triages,3
2026-09-19T18:35:34+00:00,patientdb,patients,605503
2026-09-19T18:35:34+00:00,examdb,exam_requests,6
2026-09-19T18:35:34+00:00,resultdb,exam_results,1810
2026-09-19T18:35:34+00:00,authdb,auth_clients,7
2026-09-19T18:35:34+00:00,consentdb,consents,78
2026-09-19T18:35:34+00:00,auditdb,audit_anomaly,29
2026-09-19T18:35:34+00:00,auditdb,audit_log,3399017
2026-09-19T18:35:34+00:00,notificationdb,notifications,1811
2026-09-19T18:35:34+00:00,triagedb,triages,3
2026-09-19T18:36:53+00:00,patientdb,patients,605503
2026-09-19T18:36:53+00:00,examdb,exam_requests,6
2026-09-19T18:36:53+00:00,resultdb,exam_results,1810
2026-09-19T18:36:53+00:00,authdb,auth_clients,7
2026-09-19T18:36:53+00:00,consentdb,consents,78
2026-09-19T18:36:53+00:00,auditdb,audit_anomaly,29
2026-09-19T18:36:53+00:00,auditdb,audit_log,3399017
2026-09-19T18:36:53+00:00,notificationdb,notifications,1811
2026-09-19T18:36:53+00:00,triagedb,triages,3
2026-09-19T18:38:16+00:00,patientdb,patients,605503
2026-09-19T18:38:16+00:00,examdb,exam_requests,6
2026-09-19T18:38:16+00:00,resultdb,exam_results,1810
2026-09-19T18:38:16+00:00,authdb,auth_clients,7
2026-09-19T18:38:16+00:00,consentdb,consents,78
2026-09-19T18:38:16+00:00,auditdb,audit_anomaly,29
2026-09-19T18:38:16+00:00,auditdb,audit_log,3399017
2026-09-19T18:38:16+00:00,notificationdb,notifications,1811
2026-09-19T18:38:16+00:00,triagedb,triages,3
2026-09-19T18:39:35+00:00,patientdb,patients,605503
2026-09-19T18:39:35+00:00,examdb,exam_requests,6
2026-09-19T18:39:35+00:00,resultdb,exam_results,1810
2026-09-19T18:39:35+00:00,authdb,auth_clients,7
2026-09-19T18:39:35+00:00,consentdb,consents,78
2026-09-19T18:39:35+00:00,auditdb,audit_anomaly,29
2026-09-19T18:39:35+00:00,auditdb,audit_log,3399017
2026-09-19T18:39:35+00:00,notificationdb,notifications,1811
2026-09-19T18:39:35+00:00,triagedb,triages,3
2026-09-19T18:40:52+00:00,patientdb,patients,605503
2026-09-19T18:40:52+00:00,examdb,exam_requests,6
2026-09-19T18:40:52+00:00,resultdb,exam_results,1810
2026-09-19T18:40:52+00:00,authdb,auth_clients,7
2026-09-19T18:40:52+00:00,consentdb,consents,78
2026-09-19T18:40:52+00:00,auditdb,audit_anomaly,29
2026-09-19T18:40:52+00:00,auditdb,audit_log,3399017
2026-09-19T18:40:52+00:00,notificationdb,notifications,1811
2026-09-19T18:40:52+00:00,triagedb,triages,3
2026-09-19T18:42:10+00:00,patientdb,patients,605503
2026-09-19T18:42:10+00:00,examdb,exam_requests,6
2026-09-19T18:42:10+00:00,resultdb,exam_results,1810
2026-09-19T18:42:10+00:00,authdb,auth_clients,7
2026-09-19T18:42:10+00:00,consentdb,consents,78
2026-09-19T18:42:10+00:00,auditdb,audit_anomaly,29
2026-09-19T18:42:10+00:00,auditdb,audit_log,3399017
2026-09-19T18:42:10+00:00,notificationdb,notifications,1811
2026-09-19T18:42:10+00:00,triagedb,triages,3
